5,4
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,1
5,2
5,2
5,2
5,2
5,2
5,1
5,2
5,2
5,1
5,2
5,1
5,1
5,1
5,1
5,1
5,2
5,1
5,1
5,1
5,1
5,1
5,2
5,1
5,2
5,2
5,2
5,1
5,2
5,2
5,1
5,2
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
6,7
6,7
6,7
6,7
6,7
6,7
6,7
6,7
6,7
6,7
6,7
6,7
6,7
6,7
6,7
6,8
6,7
6,7
6,7
6,7
6,9
6,7
6,7
6,7
6,7
6,7
6,7
6,7
6,7
6,7
6,8
6,7
6,7
6,7
6,7
6,7
6,9
6,8
6,8
6,7
6,7
6,7
6,7
6,8
6,7
6,7
6,10
6,7
6,7
6,7
7,39
7,83
7,39
7,39
7,39
7,49
7,39
7,39
7,39
7,39
7,40
7,39
7,39
7,40
7,39
7,39
7,40
7,39
7,38
7,38
7,39
7,39
7,38
7,39
7,40
7,39
7,39
7,39
7,39
7,41
7,39
7,42
7,39
7,39
7,53
7,38
7,39
7,47
7,39
7,39
7,39
7,39
7,39
7,39
7,39
7,45
7,39
7,38
7,38
7,39
8,251
8,252
8,251
8,288
8,253
8,253
8,253
8,254
8,254
8,254
8,254
8,251
8,250
8,249
8,251
8,250
8,249
8,256
8,255
8,252
8,256
8,252
8,250
8,250
8,250
8,250
8,251
8,251
8,251
8,251
8,251
8,251
8,251
8,280
8,251
8,252
8,250
8,250
8,252
8,250
8,251
8,250
8,249
8,250
8,250
8,254
8,301
8,253
8,251
8,253
9,2000
9,1972
9,1984
9,2001
9,1980
9,1980
9,1996
9,1983
9,1993
9,1980
9,1992
9,1995
9,2023
9,1987
9,1976
9,1995
9,1981
9,1977
9,2002
9,1991
9,1972
9,1973
9,2000
9,1985
9,1975
9,1972
9,2029
9,2030
9,1977
9,1988
9,1969
9,1983
9,1950
9,2063
9,2062
9,1976
9,1978
9,2126
9,1987
9,1997
9,2458
9,1980
9,1999
9,1993
9,1971
9,1993
9,1993
9,1989
9,1990
9,1987
10,17324
10,17185
10,17245
10,17198
10,17178
10,17008
10,17117
10,17263
10,17177
10,17272
10,17292
10,17245
10,17475
10,17768
10,18985
10,17199
10,17671
10,17867
10,17713
10,17688
10,17784
10,17689
10,18056
10,17793
10,18849
10,17805
10,17719
10,17722
10,17645
10,17687
10,17664
10,17678
10,20908
10,17798
10,17784
10,17781
10,17692
10,17784
10,17774
10,17680
10,17715
10,17682
10,17832
10,17852
10,17720
10,17774
10,17736
10,17911
10,17827
10,17686
11,177317
11,176884
11,176071
11,175195
11,176468
11,176289
11,186077
11,176178
11,174279
11,175932
11,173898
11,173644
11,191931
11,170026
11,172736
11,167573
11,167889
11,167774
11,169629
11,189581
11,188775
11,187279
11,205548
11,191972
11,180773
11,177269
11,177841
11,187128
11,182667
11,175798
11,176794
11,176571
11,181847
11,182691
11,179426
11,218915
11,194150
11,193163
11,190693
11,192557
11,200320
11,200310
11,204991
11,210611
11,206452
11,195643
11,197136
11,196401
11,195394
11,181017
12,1913842
12,1984861
12,2039489
12,1934755
12,1957755
12,1880637
12,2029678
12,1930949
12,2077778
12,2064955
12,2076360
12,1948969
12,2122454
12,2000761
12,2101441
12,2002686
12,1856074
12,2102728
12,1982946
12,1954462
12,2016837
12,2047781
12,1928231
12,2055553
12,1976953
12,2045856
12,1999144
12,1928937
12,2064548
12,1875391
12,1979113
12,1983749
12,1938666
12,2015554
12,1910533
12,2063173
12,2058010
12,1961912
12,1970054
12,1999980
12,1996411
12,2016337
12,2020345
12,2018628
12,2024493
12,2004389
12,2110329
12,1995458
12,2017917
12,1947351
13,24373948
13,24649623
13,23693412
13,23414972
13,22785511
13,24087720
13,23386042
13,24102848
13,23624894
13,25551871
13,24041717
13,24048008
13,24585047
13,23695699
13,23737823
13,24575014
13,24465810
13,25056856
13,24133847
13,25701755
13,22739474
13,23948706
13,25037353
13,24067874
13,23546893
13,23138269
13,25042187
13,24243439
13,23064176
13,24359485
13,23971642
13,23812729
13,24569798
13,24292417
13,25100173
13,24262533
13,23367570
13,22600681
13,24743983
13,23439282
13,23089657
13,24421673
13,23971232
13,23236857
13,24107059
13,24826652
13,23800768
13,23958899
13,25475962
13,24097279
14,304342685
14,306272868
14,300101057
14,285858379
14,316277262
14,326777106
14,302595396
14,321430976
14,301144268
14,288252984
14,296848241
14,289375903
14,302551162
14,307477410
14,303026158
14,305288690
14,306435149
14,302776561
14,294003689
14,288542704
14,300134837
14,291728709
14,302632872
14,287344465
14,286294262
14,306690506
14,304674742
14,309001279
14,298831007
14,313779893
14,295147582
14,302547778
14,298118277
14,288228202
14,319306123
14,300129550
14,292784802
14,316636906
14,306466769
14,323427277
14,297745270
14,294778441
14,293343161
14,303053278
14,300889451
14,315266462
14,284964254
14,315880533
14,330668117
14,297787257
15,4183470045
15,4180376019
15,4467136395
15,4282643041
